name_en,position,caps,club,representative_team,tournament
Carl Hayman,Prop,41,Otago,New Zealand,Rugby World Cup 2007
Greg Somerville,Prop,55,Canterbury,New Zealand,Rugby World Cup 2007
Neemia Tialata,Prop,17,Wellington,New Zealand,Rugby World Cup 2007
Tony Woodcock,Prop,33,North Harbour,New Zealand,Rugby World Cup 2007
Andrew Hore,Hooker,21,Taranaki,New Zealand,Rugby World Cup 2007
Keven Mealamu,Hooker,47,Auckland,New Zealand,Rugby World Cup 2007
Anton Oliver,Hooker,55,Otago,New Zealand,Rugby World Cup 2007
Chris Jack,Lock,62,Tasman,New Zealand,Rugby World Cup 2007
Keith Robinson,Lock,10,Waikato,New Zealand,Rugby World Cup 2007
Ali Williams,Lock,42,Auckland,New Zealand,Rugby World Cup 2007
Jerry Collins,Flanker,44,Wellington,New Zealand,Rugby World Cup 2007
Chris Masoe,Flanker,15,Wellington,New Zealand,Rugby World Cup 2007
Richie McCaw,Flanker,55,Canterbury,New Zealand,Rugby World Cup 2007
Reuben Thorne,Flanker,48,Canterbury,New Zealand,Rugby World Cup 2007
Sione Lauaki,Number 8,7,Waikato,New Zealand,Rugby World Cup 2007
Rodney So'oialo,Number 8,37,Wellington,New Zealand,Rugby World Cup 2007
Andy Ellis,Scrum-half,2,Canterbury,New Zealand,Rugby World Cup 2007
Byron Kelleher,Scrum-half,54,Waikato,New Zealand,Rugby World Cup 2007
Brendon Leonard,Scrum-half,4,Waikato,New Zealand,Rugby World Cup 2007
Dan Carter,Fly-half,41,Canterbury,New Zealand,Rugby World Cup 2007
Nick Evans,Fly-half,12,Otago,New Zealand,Rugby World Cup 2007
Aaron Mauger,Centre,42,Canterbury,New Zealand,Rugby World Cup 2007
Luke McAlister,Centre,18,North Harbour,New Zealand,Rugby World Cup 2007
Conrad Smith,Centre,12,Wellington,New Zealand,Rugby World Cup 2007
Isaia Toeava,Centre,10,Auckland,New Zealand,Rugby World Cup 2007
Doug Howlett,Wing,59,Auckland,New Zealand,Rugby World Cup 2007
Joe Rokocoko,Wing,45,Auckland,New Zealand,Rugby World Cup 2007
Sitiveni Sivivatu,Wing,17,Waikato,New Zealand,Rugby World Cup 2007
Leon MacDonald,Fullback,47,Canterbury,New Zealand,Rugby World Cup 2007
Mils Muliaina,Fullback,52,Waikato,New Zealand,Rugby World Cup 2007
Rui Cordeiro,Prop,39,Académica de Coimbra,Portugal,Rugby World Cup 2007
Ruben Spachuck,Prop,18,Belenenses,Portugal,Rugby World Cup 2007
Duarte Figueiredo,Prop,3,CDUL,Portugal,Rugby World Cup 2007
André Silva,Prop,12,Stade Montois,Portugal,Rugby World Cup 2007
Juan Muré,Prop,0,Belenenses,Portugal,Rugby World Cup 2007
João Correia,Hooker,26,Direito,Portugal,Rugby World Cup 2007
Joaquim Ferreira,Hooker,82,CDUP,Portugal,Rugby World Cup 2007
Gonçalo Uva,Lock,27,Montpellier,Portugal,Rugby World Cup 2007
David Penalva,Lock,18,Blagnac,Portugal,Rugby World Cup 2007
Marcello d'Orey,Lock,59,CDUP,Portugal,Rugby World Cup 2007
Salvador Palha,Lock,2,Direito,Portugal,Rugby World Cup 2007
João Uva,Flanker,35,Belenenses,Portugal,Rugby World Cup 2007
Paulo Murinello,Flanker,22,Cascais,Portugal,Rugby World Cup 2007
Diogo Coutinho,Flanker,28,Direito,Portugal,Rugby World Cup 2007
Tiago Girão,Flanker,2,CDUL,Portugal,Rugby World Cup 2007
Juan Severino Somoza,Flanker,10,Agronomia,Portugal,Rugby World Cup 2007
Vasco Uva,Number 8,39,Direito,Portugal,Rugby World Cup 2007
Luís Pissarra,Scrum-half,68,Agronomia,Portugal,Rugby World Cup 2007
José Pinto,Scrum-half,30,Direito,Portugal,Rugby World Cup 2007
Gonçalo Malheiro,Fly-half,38,CDUP,Portugal,Rugby World Cup 2007
Duarte Cardoso Pinto,Fly-half,25,Agronomia,Portugal,Rugby World Cup 2007
Pedro Cabral,Fly-half,3,CDUL,Portugal,Rugby World Cup 2007
Diogo Mateus,Centre,48,Belenenses,Portugal,Rugby World Cup 2007
Diogo Gama,Centre,10,Benfica,Portugal,Rugby World Cup 2007
Miguel Portela,Centre,53,Direito,Portugal,Rugby World Cup 2007
Frederico Sousa,Centre,38,Direito,Portugal,Rugby World Cup 2007
António Aguilar,Wing,47,Direito,Portugal,Rugby World Cup 2007
Pedro Carvalho,Wing,21,Direito,Portugal,Rugby World Cup 2007
Gonçalo Foro,Wing,15,CDUL,Portugal,Rugby World Cup 2007
David Mateus,Wing,15,Belenenses,Portugal,Rugby World Cup 2007
Pedro Leal,Fullback,20,Direito,Portugal,Rugby World Cup 2007
Petru Bălan,Prop,53,Biarritz,Romania,Rugby World Cup 2007
Bogdan Bălan,Prop,22,Montauban,Romania,Rugby World Cup 2007
Silviu Florea,Prop,15,Béziers,Romania,Rugby World Cup 2007
Paulică Ion,Prop,20,Bath,Romania,Rugby World Cup 2007
Cezar Popescu,Prop,32,Agen,Romania,Rugby World Cup 2007
Petrișor Toderașc,Prop,46,Brive,Romania,Rugby World Cup 2007
Marius Țincu,Hooker,30,Perpignan,Romania,Rugby World Cup 2007
Răzvan Mavrodin,Hooker,46,Pau,Romania,Rugby World Cup 2007
Sorin Socol,Lock,38,Pau,Romania,Rugby World Cup 2007
Cristian Petre,Lock,56,Béziers,Romania,Rugby World Cup 2007
Valentin Ursache,Lock,16,Arad,Romania,Rugby World Cup 2007
Augustin Petrechei,Lock,19,Béziers,Romania,Rugby World Cup 2007
Ovidiu Tonița,Flanker,37,Perpignan,Romania,Rugby World Cup 2007
Florin Corodeanu,Flanker,50,Grenoble,Romania,Rugby World Cup 2007
Alexandru Manta,Flanker,23,Castres,Romania,Rugby World Cup 2007
Costica Mersoiu,Flanker,28,Dinamo București,Romania,Rugby World Cup 2007
Alexandru Tudori,Flanker,29,Dinamo București,Romania,Rugby World Cup 2007
Cosmin Rațiu,Number 8,16,Dinamo București,Romania,Rugby World Cup 2007
Valentin Calafateanu,Scrum-half,14,Dinamo București,Romania,Rugby World Cup 2007
Lucian Sîrbu,Scrum-half,48,Béziers,Romania,Rugby World Cup 2007
Ionuț Dimofte,Fly-half,17,Arad,Romania,Rugby World Cup 2007
Dănuț Dumbravă,Fly-half,32,Steaua Bucharest,Romania,Rugby World Cup 2007
Romeo Gontineac,Centre,71,Aurillac,Romania,Rugby World Cup 2007
Csaba Gál,Centre,10,U Cluj,Romania,Rugby World Cup 2007
Dan Vlad,Centre,7,Steaua Bucharest,Romania,Rugby World Cup 2007
Ionuț Tofan,Centre,71,Limoges,Romania,Rugby World Cup 2007
Cătălin Fercu,Wing,16,Arad,Romania,Rugby World Cup 2007
Ion Teodorescu,Wing,41,Arad,Romania,Rugby World Cup 2007
Gabriel Brezoianu,Wing,65,Racing Métro,Romania,Rugby World Cup 2007
Cătălin Nicolae,Wing,4,Steaua Bucharest,Romania,Rugby World Cup 2007
Iulian Dumitraș,Fullback,12,Pau,Romania,Rugby World Cup 2007
Florin Vlaicu,Fullback,11,Steaua Bucharest,Romania,Rugby World Cup 2007
Ross Ford,Hooker,14,Glasgow,Scotland,Rugby World Cup 2007
Scott Lawson,Hooker,11,Sale Sharks,Scotland,Rugby World Cup 2007
Fergus Thomson,Hooker,2,Glasgow,Scotland,Rugby World Cup 2007
Alasdair Dickinson,Prop,0,Edinburgh,Scotland,Rugby World Cup 2007
Allan Jacobsen,Prop,23,Edinburgh,Scotland,Rugby World Cup 2007
Gavin Kerr,Prop,42,Glasgow,Scotland,Rugby World Cup 2007
Euan Murray,Prop,11,Northampton,Scotland,Rugby World Cup 2007
Craig Smith,Prop,19,Edinburgh,Scotland,Rugby World Cup 2007
Jim Hamilton,Lock,9,Leicester,Scotland,Rugby World Cup 2007
Nathan Hines,Lock,44,Perpignan,Scotland,Rugby World Cup 2007
Scott MacLeod,Lock,9,Scarlets,Scotland,Rugby World Cup 2007
Scott Murray,Lock,85,Montauban,Scotland,Rugby World Cup 2007
John Barclay,Flanker,0,Glasgow,Scotland,Rugby World Cup 2007
Kelly Brown,Flanker,14,Glasgow,Scotland,Rugby World Cup 2007
Ally Hogg,Flanker,35,Edinburgh,Scotland,Rugby World Cup 2007
Jason White,Flanker,59,Sale Sharks,Scotland,Rugby World Cup 2007
Dave Callam,Number 8,9,Edinburgh,Scotland,Rugby World Cup 2007
Simon Taylor,Number 8,54,Stade Français,Scotland,Rugby World Cup 2007
Mike Blair,Scrum-half,39,Edinburgh,Scotland,Rugby World Cup 2007
Chris Cusiter,Scrum-half,32,Perpignan,Scotland,Rugby World Cup 2007
Rory Lawson,Scrum-half,7,Gloucester,Scotland,Rugby World Cup 2007
Dan Parks,Fly-half,32,Glasgow,Scotland,Rugby World Cup 2007
Rob Dewey,Centre,8,Ulster,Scotland,Rugby World Cup 2007
Marcus Di Rollo,Centre,19,Edinburgh,Scotland,Rugby World Cup 2007
Andrew Henderson,Centre,46,Glasgow,Scotland,Rugby World Cup 2007
Simon Webster,Centre,24,Edinburgh,Scotland,Rugby World Cup 2007
Sean Lamont,Wing,31,Northampton,Scotland,Rugby World Cup 2007
Nikki Walker,Wing,8,Ospreys,Scotland,Rugby World Cup 2007
Chris Paterson,Wing,76,Gloucester,Scotland,Rugby World Cup 2007
Rory Lamont,Fullback,10,Sale Sharks,Scotland,Rugby World Cup 2007
Hugo Southwell,Fullback,31,Edinburgh,Scotland,Rugby World Cup 2007
Eusebio Guiñazú,Hooker,12,Agen,Argentina,Rugby World Cup 2007
Mario Ledesma,Hooker,59,Clermont,Argentina,Rugby World Cup 2007
Alberto Vernet Basualdo,Hooker,4,Alumni,Argentina,Rugby World Cup 2007
Marcos Ayerza,Prop,13,Leicester,Argentina,Rugby World Cup 2007
Santiago González Bonorino,Prop,13,Capitolina,Argentina,Rugby World Cup 2007
Omar Hasan,Prop,58,Toulouse,Argentina,Rugby World Cup 2007
Rodrigo Roncero,Prop,20,Stade Français,Argentina,Rugby World Cup 2007
Martín Scelzo,Prop,34,Clermont,Argentina,Rugby World Cup 2007
Patricio Albacete,Lock,18,Toulouse,Argentina,Rugby World Cup 2007
Rimas Álvarez Kairelis,Lock,31,Perpignan,Argentina,Rugby World Cup 2007
Ignacio Fernández Lobbe,Lock,57,Sale Sharks,Argentina,Rugby World Cup 2007
Esteban Lozada,Lock,4,CASI,Argentina,Rugby World Cup 2007
Martín Durand,Flanker,49,Montpellier,Argentina,Rugby World Cup 2007
Lucas Ostiglia,Flanker,27,Agen,Argentina,Rugby World Cup 2007
Juan Martín Fernández Lobbe,Flanker,14,Sale Sharks,Argentina,Rugby World Cup 2007
Martín Schusterman,Flanker,15,Leeds,Argentina,Rugby World Cup 2007
Juan Manuel Leguizamón,Number 8,16,London Irish,Argentina,Rugby World Cup 2007
Gonzalo Longo,Number 8,44,Clermont,Argentina,Rugby World Cup 2007
Nicolás Fernández Miranda,Scrum-half,41,Hindú,Argentina,Rugby World Cup 2007
Agustín Pichot,Scrum-half,65,Stade Français,Argentina,Rugby World Cup 2007
Juan Martín Hernández,Fly-half,21,Stade Français,Argentina,Rugby World Cup 2007
Federico Todeschini,Fly-half,15,Montpellier,Argentina,Rugby World Cup 2007
Felipe Contepomi,Centre,51,Leinster,Argentina,Rugby World Cup 2007
Manuel Contepomi,Centre,30,Newman,Argentina,Rugby World Cup 2007
Hernán Senillosa,Centre,16,Hindú,Argentina,Rugby World Cup 2007
Gonzalo Tiesi,Centre,10,London Irish,Argentina,Rugby World Cup 2007
Horacio Agulla,Wing,5,Hindú,Argentina,Rugby World Cup 2007
Lucas Borges,Wing,18,Stade Français,Argentina,Rugby World Cup 2007
Federico Martín Aramburú,Wing,12,Perpignan,Argentina,Rugby World Cup 2007
Ignacio Corleto,Fullback,29,Stade Français,Argentina,Rugby World Cup 2007
Federico Serra Miras,Fullback,7,SIC,Argentina,Rugby World Cup 2007
Sébastien Bruno,Hooker,22,Sale Sharks,France,Rugby World Cup 2007
Raphaël Ibañez,Hooker,92,Wasps,France,Rugby World Cup 2007
Dimitri Szarzewski,Hooker,16,Stade Français,France,Rugby World Cup 2007
Nicolas Mas,Prop,10,Perpignan,France,Rugby World Cup 2007
Olivier Milloud,Prop,45,Bourgoin,France,Rugby World Cup 2007
Jean-Baptiste Poux,Prop,14,Toulouse,France,Rugby World Cup 2007
Pieter de Villiers,Prop,64,Stade Français,France,Rugby World Cup 2007
Sébastien Chabal,Lock,31,Sale Sharks,France,Rugby World Cup 2007
Lionel Nallet,Lock,28,Castres,France,Rugby World Cup 2007
Fabien Pelous,Lock,113,Toulouse,France,Rugby World Cup 2007
Jérôme Thion,Lock,36,Biarritz,France,Rugby World Cup 2007
Serge Betsen,Flanker,58,Biarritz,France,Rugby World Cup 2007
Thierry Dusautoir,Flanker,5,Toulouse,France,Rugby World Cup 2007
Rémy Martin,Flanker,18,Stade Français,France,Rugby World Cup 2007
Yannick Nyanga,Flanker,21,Toulouse,France,Rugby World Cup 2007
Julien Bonnaire,Number 8,31,Clermont,France,Rugby World Cup 2007
Imanol Harinordoquy,Number 8,41,Biarritz,France,Rugby World Cup 2007
Jean-Baptiste Élissalde,Scrum-half,23,Toulouse,France,Rugby World Cup 2007
Pierre Mignoni,Scrum-half,25,Clermont,France,Rugby World Cup 2007
Lionel Beauxis,Fly-half,6,Stade Français,France,Rugby World Cup 2007
Frédéric Michalak,Fly-half,44,Toulouse,France,Rugby World Cup 2007
Yannick Jauzion,Centre,44,Toulouse,France,Rugby World Cup 2007
David Marty,Centre,13,Perpignan,France,Rugby World Cup 2007
David Skrela,Centre,8,Stade Français,France,Rugby World Cup 2007
Damien Traille,Centre,53,Biarritz,France,Rugby World Cup 2007
Vincent Clerc,Wing,22,Toulouse,France,Rugby World Cup 2007
Christophe Dominici,Wing,62,Stade Français,France,Rugby World Cup 2007
Cédric Heymans,Wing,32,Toulouse,France,Rugby World Cup 2007
Aurélien Rougerie,Wing,46,Clermont,France,Rugby World Cup 2007
Clément Poitrenaud,Fullback,28,Toulouse,France,Rugby World Cup 2007
Benjamin Kayser,Hooker,0,Leicester,France,Rugby World Cup 2007
Laurent Emmanuelli,Prop,0,Clermont,France,Rugby World Cup 2007
Pascal Papé,Lock,18,Castres,France,Rugby World Cup 2007
Grégory Lamboley,Lock,13,Toulouse,France,Rugby World Cup 2007
Olivier Magne,Flanker,90,London Irish,France,Rugby World Cup 2007
Dimitri Yachvili,Scrum-half,32,Biarritz,France,Rugby World Cup 2007
Benjamin Boyet,Fly-half,3,Bourgoin,France,Rugby World Cup 2007
Brian Liebenberg,Centre,12,Stade Français,France,Rugby World Cup 2007
Jean-Philippe Grandclaude,Centre,3,Perpignan,France,Rugby World Cup 2007
Akvsenti Giorgadze,Hooker,47,Castres,Georgia,Rugby World Cup 2007
David Khinchaguishvili,Prop,15,Bourgoin,Georgia,Rugby World Cup 2007
Avtandil Kopaliani,Prop,19,Montauban,Georgia,Rugby World Cup 2007
Mamuka Magrakvelidze,Prop,18,Metro Paris,Georgia,Rugby World Cup 2007
Goderdzi Shvelidze,Prop,37,Clermont,Georgia,Rugby World Cup 2007
Davit Zirakashvili,Prop,13,Clermont,Georgia,Rugby World Cup 2007
Levan Datunashvili,Lock,19,Montluçon,Georgia,Rugby World Cup 2007
Victor Didebulidze,Lock,39,Massy,Georgia,Rugby World Cup 2007
Zurab Mtchedlishvili,Lock,44,Figeac,Georgia,Rugby World Cup 2007
Mamuka Gorgodze,Lock,23,Montpellier,Georgia,Rugby World Cup 2007
Ilia Zedguinidze,Lock,46,Auch,Georgia,Rugby World Cup 2007
Giorgi Chkhaidze,Flanker,20,Massy,Georgia,Rugby World Cup 2007
Gia Labadze,Flanker,45,Toulon,Georgia,Rugby World Cup 2007
Ilia Maissuradze,Flanker,16,Nantes,Georgia,Rugby World Cup 2007
Zviad Maissuradze,Flanker,19,Locomotivi Tbilisi,Georgia,Rugby World Cup 2007
Rati Urushadze,Flanker,22,Nice,Georgia,Rugby World Cup 2007
Besso Udessiani,Number 8,26,Chalon,Georgia,Rugby World Cup 2007
Irakli Abuseridze,Scrum-half,44,Orléans,Georgia,Rugby World Cup 2007
Meko Kvirikashvili,Scrum-half,20,Pau,Georgia,Rugby World Cup 2007
Bidzina Samkharadze,Scrum-half,26,Farul Constanța,Georgia,Rugby World Cup 2007
Otar Barkalaia,Fly-half,23,Figeac,Georgia,Rugby World Cup 2007
Paliko Jimsheladze,Fly-half,56,Arras,Georgia,Rugby World Cup 2007
Revaz Gigauri,Centre,11,Montluçon,Georgia,Rugby World Cup 2007
Irakli Giorgadze,Centre,27,Bourgoin,Georgia,Rugby World Cup 2007
Davit Kacharava,Centre,12,Bastia,Georgia,Rugby World Cup 2007
Malkhaz Urjukashvili,Centre,21,Aurillac,Georgia,Rugby World Cup 2007
Giorgi Elizbarashvili,Wing,14,Krasny Yar,Georgia,Rugby World Cup 2007
Otar Eloshvili,Wing,9,Arras,Georgia,Rugby World Cup 2007
Besik Khamashuridze,Wing,49,Cannes,Georgia,Rugby World Cup 2007
Irakli Machkhaneli,Wing,24,Mont-de-Marsan,Georgia,Rugby World Cup 2007
Giorgi Shkinin,Wing,19,Blois,Georgia,Rugby World Cup 2007
Rory Best,Hooker,13,Ulster,Ireland,Rugby World Cup 2007
Jerry Flannery,Hooker,16,Munster,Ireland,Rugby World Cup 2007
Frankie Sheahan,Hooker,28,Munster,Ireland,Rugby World Cup 2007
Simon Best,Prop,19,Ulster,Ireland,Rugby World Cup 2007
John Hayes,Prop,74,Munster,Ireland,Rugby World Cup 2007
Marcus Horan,Prop,46,Munster,Ireland,Rugby World Cup 2007
Bryan Young,Prop,8,Ulster,Ireland,Rugby World Cup 2007
Donncha O'Callaghan,Lock,35,Munster,Ireland,Rugby World Cup 2007
Paul O'Connell,Lock,44,Munster,Ireland,Rugby World Cup 2007
Malcolm O'Kelly,Lock,86,Leinster,Ireland,Rugby World Cup 2007
Neil Best,Flanker,13,Ulster,Ireland,Rugby World Cup 2007
Simon Easterby,Flanker,57,Scarlets,Ireland,Rugby World Cup 2007
Stephen Ferris,Flanker,4,Ulster,Ireland,Rugby World Cup 2007
Alan Quinlan,Flanker,25,Munster,Ireland,Rugby World Cup 2007
David Wallace,Flanker,37,Munster,Ireland,Rugby World Cup 2007
Denis Leamy,Number 8,22,Munster,Ireland,Rugby World Cup 2007
Isaac Boss,Scrum-half,9,Ulster,Ireland,Rugby World Cup 2007
Eoin Reddan,Scrum-half,3,Wasps,Ireland,Rugby World Cup 2007
Peter Stringer,Scrum-half,76,Munster,Ireland,Rugby World Cup 2007
Ronan O'Gara,Fly-half,72,Munster,Ireland,Rugby World Cup 2007
Paddy Wallace,Fly-half,5,Ulster,Ireland,Rugby World Cup 2007
Gordon D'Arcy,Centre,31,Leinster,Ireland,Rugby World Cup 2007
Gavin Duffy,Centre,7,Connacht,Ireland,Rugby World Cup 2007
Brian O'Driscoll,Centre,75,Leinster,Ireland,Rugby World Cup 2007
Brian Carney,Wing,3,Munster,Ireland,Rugby World Cup 2007
Denis Hickie,Wing,58,Leinster,Ireland,Rugby World Cup 2007
Shane Horgan,Wing,55,Leinster,Ireland,Rugby World Cup 2007
Andrew Trimble,Wing,16,Ulster,Ireland,Rugby World Cup 2007
Girvan Dempsey,Fullback,74,Leinster,Ireland,Rugby World Cup 2007
Geordan Murphy,Fullback,49,Leicester,Ireland,Rugby World Cup 2007
Hugo Horn,Hooker,31,Border,Namibia,Rugby World Cup 2007
Johannes Meyer,Hooker,0,Wanderers,Namibia,Rugby World Cup 2007
Jané du Toit,Prop,20,Boland,Namibia,Rugby World Cup 2007
Kees Lensing,Prop,15,Sharks,Namibia,Rugby World Cup 2007
Johnny Redelinghuys,Prop,8,Kimberley Tech,Namibia,Rugby World Cup 2007
Marius Visser,Prop,17,Border,Namibia,Rugby World Cup 2007
Nico Esterhuyse,Lock,26,Maties RC,Namibia,Rugby World Cup 2007
Domingo Kamonga,Lock,0,United Rugby Club,Namibia,Rugby World Cup 2007
Uakazuwaka Kazombiaze,Lock,0,Western Suburbs,Namibia,Rugby World Cup 2007
Heino Senekal,Lock,24,Cornish Pirates,Namibia,Rugby World Cup 2007
Herman Lintvelt,Flanker,30,United Rugby Club,Namibia,Rugby World Cup 2007
Michael MacKenzie,Flanker,5,United Rugby Club,Namibia,Rugby World Cup 2007
Jacques Nieuwenhuis,Flanker,20,Valke,Namibia,Rugby World Cup 2007
Jacques Burger,Number 8,12,Stade Aurillacois Cantal Auvergne,Namibia,Rugby World Cup 2007
Tinus du Plessis,Number 8,26,Maties RC,Namibia,Rugby World Cup 2007
Eugene Jantjies,Scrum-half,28,Western Suburbs,Namibia,Rugby World Cup 2007
Jurie van Tonder,Scrum-half,0,United Rugby Club,Namibia,Rugby World Cup 2007
Morné Schreuder,Fly-half,0,Wanderers,Namibia,Rugby World Cup 2007
Emile Wessels,Fly-half,0,Tuggeranong Vikings,Namibia,Rugby World Cup 2007
Lu-Wayne Botes,Centre,7,JHB University,Namibia,Rugby World Cup 2007
Du Preez Grobler,Centre,23,United Rugby Club,Namibia,Rugby World Cup 2007
Bratley Langenhoven,Centre,1,Pukke,Namibia,Rugby World Cup 2007
Corne Powell,Centre,25,Windhoek United,Namibia,Rugby World Cup 2007
Piet van Zyl,Centre,0,Boland,Namibia,Rugby World Cup 2007
Melrick Africa,Wing,19,Reho Falcons,Namibia,Rugby World Cup 2007
John Drotsky,Wing,0,Reho Falcons,Namibia,Rugby World Cup 2007
Deon Mouton,Wing,23,Reho Falcons,Namibia,Rugby World Cup 2007
Ryan Witbooi,Wing,10,Western Suburbs,Namibia,Rugby World Cup 2007
Heini Bock,Fullback,11,Reho Falcons,Namibia,Rugby World Cup 2007
Tertius Losper,Fullback,5,Western Suburbs,Namibia,Rugby World Cup 2007
Ryan Hamilton,Hooker,4,BC Bears,Canada,Rugby World Cup 2011
Pat Riordan,Hooker,39,BC Bears,Canada,Rugby World Cup 2011
Hubert Buydens,Prop,6,Prairie Wolf Pack,Canada,Rugby World Cup 2011
Scott Franklin,Prop,8,Prairie Wolf Pack,Canada,Rugby World Cup 2011
Jason Marshall,Prop,8,Aurillac,Canada,Rugby World Cup 2011
Andrew Tiedemann,Prop,10,Prairie Wolf Pack,Canada,Rugby World Cup 2011
Frank Walsh,Prop,4,The Rock,Canada,Rugby World Cup 2011
Jamie Cudmore,Lock,23,Clermont Auvergne,Canada,Rugby World Cup 2011
Brian Erichsen,Lock,5,BC Bears,Canada,Rugby World Cup 2011
Tyler Hotson,Lock,20,Plymouth Albion,Canada,Rugby World Cup 2011
Nanyak Dala,Flanker,11,Prairie Wolf Pack,Canada,Rugby World Cup 2011
Adam Kleeberger,Flanker,31,London Scottish,Canada,Rugby World Cup 2011
Chauncey O'Toole,Flanker,13,Ospreys,Canada,Rugby World Cup 2011
Jebb Sinclair,Flanker,17,London Irish,Canada,Rugby World Cup 2011
Aaron Carpenter,Number 8,38,Plymouth Albion,Canada,Rugby World Cup 2011
Jeremy Kyne,Number 8,1,Prairie Wolf Pack,Canada,Rugby World Cup 2011
Ed Fairhurst,Scrum-half,51,BC Bears,Canada,Rugby World Cup 2011
Jamie Mackenzie,Scrum-half,3,Esher,Canada,Rugby World Cup 2011
Sean White,Scrum-half,10,BC Bears,Canada,Rugby World Cup 2011
Nathan Hirayama,Fly-half,7,BC Bears,Canada,Rugby World Cup 2011
Ander Monro,Fly-half,26,Ontario Blues,Canada,Rugby World Cup 2011
Mike Scholz,Centre,4,Ontario Blues,Canada,Rugby World Cup 2011
Ryan Smith,Centre,47,Prairie Wolf Pack,Canada,Rugby World Cup 2011
Conor Trainor,Centre,1,BC Bears,Canada,Rugby World Cup 2011
D. T. H. van der Merwe,Centre,17,Glasgow Warriors,Canada,Rugby World Cup 2011
Ciaran Hearn,Wing,17,The Rock,Canada,Rugby World Cup 2011
Phil Mackenzie,Wing,9,Esher,Canada,Rugby World Cup 2011
Taylor Paris,Wing,3,Ontario Blues,Canada,Rugby World Cup 2011
Matt Evans,Fullback,12,Cornish Pirates,Canada,Rugby World Cup 2011
James Pritchard,Fullback,39,Bedford Blues,Canada,Rugby World Cup 2011
Guilhem Guirado,Hooker,14,Perpignan,France,Rugby World Cup 2011
William Servat,Hooker,37,Toulouse,France,Rugby World Cup 2011
Dimitri Szarzewski,Hooker,50,Stade Français,France,Rugby World Cup 2011
Fabien Barcella,Prop,13,Biarritz,France,Rugby World Cup 2011
Luc Ducalcon,Prop,7,Castres,France,Rugby World Cup 2011
Nicolas Mas,Prop,45,Perpignan,France,Rugby World Cup 2011
Jean-Baptiste Poux,Prop,30,Toulouse,France,Rugby World Cup 2011
Romain Millo-Chluski,Lock,17,Toulouse,France,Rugby World Cup 2011
Lionel Nallet,Lock,64,Racing Métro,France,Rugby World Cup 2011
Pascal Papé,Lock,28,Stade Français,France,Rugby World Cup 2011
Julien Pierre,Lock,19,Clermont,France,Rugby World Cup 2011
Julien Bonnaire,Flanker,63,Clermont,France,Rugby World Cup 2011
Thierry Dusautoir,Flanker,43,Toulouse,France,Rugby World Cup 2011
Imanol Harinordoquy,Flanker,70,Biarritz,France,Rugby World Cup 2011
Fulgence Ouedraogo,Flanker,23,Montpellier,France,Rugby World Cup 2011
Raphaël Lakafia,Number 8,1,Biarritz,France,Rugby World Cup 2011
Louis Picamoles,Number 8,18,Toulouse,France,Rugby World Cup 2011
Morgan Parra,Scrum-half,29,Clermont,France,Rugby World Cup 2011
Dimitri Yachvili,Scrum-half,52,Biarritz,France,Rugby World Cup 2011
